label,tweet
neutral,3 hrs to go before the 2nd to the last episode! Wherever You Are Josh Bradley | David Archuleta In Nandito Ako | Alwyn Ana RS In TV5 Manila
neutral,i want tickets to the Thursday Game Heat vs Knicks (Game 3) hmm...
neutral,"Imma need Brook Lopez to get more aggressive on the boards. 7 feet tall, c'mon son"
positive,Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.
positive,"@plumpyTM Getting my Xbox back tomorrow! Honestly can't wait! - My friends wants a competitive 3v3, see if Cole is up for it man!"
neutral,SASA will be having the first ever Bhangra Bootcamp on November 7th - 10pm at CIF! Only $5 to learn from our very own NACS 2012 Champions!
negative,"Centre suffering from 'policy paralysis', alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA go... http://t.co/Reau8svK #News"
positive,Eric Arc Elliott may be the best rapper in Flatbush ZOMBiES.
neutral,Red delays new price anouncement till tomorrow 6PM. Sounds like they want to dig for Sony prices some more.
neutral,"@sarafinaab @Adesto Stasera ho guadato due film - 'Bel Ami' con Robert pattinson, qual'e stato cosi :/ e la seconda film- the ides of march"
positive,"Scott &amp; Evelyn Swanson, both work for FEMA.  Happy to host trick-treaters tonight, Evelyn heads out tomorrow http://t.co/cgzl3hcR"
positive,"@Isdancing @LokiIsMyCopilot I haven't seen it yet, but Alan Rickman is permanently awesome, so I may have to."
positive,"Cant wait to move to Hawaii this Saturday! Promotion, New townhouse, new car &amp; with myKING... Definitely a happy girl :)"
neutral,"@TaylorJet_187 i had OKC im playin online... the nigga had da knicks.. I was bustin dey ass then the 4th come, raymond felton and JR smith"
negative,Ghost Rider 2's a bad movie compared to the 1st.
positive,"when the best talent is on internship......  ""@temasekpoly: Sony is coming to TP this Friday to look for student talents!"""
positive,"Okay, okay...Saturday OT just became worth it...someone came with Porto's cheese rolls! YUM!"
neutral,Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks No delay -cars no delay
neutral,"JR Smith wanna be a starter so damn bad lol, nigga said 6th Man of the Year Award is not what he's thinking about"
neutral,Today's future of news wood: free Hawkeye Lego toy on the cover of Murdoch's Sun http://t.co/IMaC62VH
neutral,"Parma's 3-1 v Roma: Biabiany was offside on the 1st pass attempt, but the ball stopped on the wet pitch and he received the ball on 2nd one!"
neutral,Jennifer Aniston &amp; Drew Barrymore: Fill In The Blank!: At the 2012 LACMA Art + Film Gala on Sat... http://t.co/dCrNdpWI #Hollywood #news
positive,"@BryanWilley78 - If you let him play his game and realize you have an oversize Cammalleri and not a Todd Bertuzzi, he may bounce back."
neutral,"@GodssGift__ lmao how old are you? Club bodi should be live on sunday, its 18+ tho"
positive,AHHHHH just got Lauren's email!!! We are going to snap tomorrow #beready
neutral,ASTROLOGY NUMEROLOGY NOW host Z. STARMAN talks about the upcoming MERCURY RETROGRADE that begins November 6th  -... http://t.co/L3pWOSpK
neutral,Bring it On CD signing and performance event w @Lin_Manuel tomorrow at 300pm. Barnes and Noble on 86th and Lexington in Manhattsn:-)
neutral,Club Bodi may be out the question tonight
positive,"They say you are what you eat, but it's Friday and I don't care! #TGIF (@ Ogalo Crows Nest) http://t.co/l3uLuKGk"
neutral,http://t.co/TtQf1MqA Haye: Vitali deal 'signed': David Haye still expects a fight with Vita... http://t.co/hPW1ggRp CLICK-1st-LINK! 2WIN
neutral,"If you live in the South Orlando area, be on the lookout. @Wawa has its 6th site opening on October 30th near the Florida Mall!"
positive,"Hey everyone! Who's excited for Cosplay Casino Night tomorrow?! It's in the Center for Social Justice, at our... http://t.co/pngNVxlq"
negative,Ghost Rider 2 is pretty shit.. I liked the 1st one in all honesty but the 2nd is badly directed.. the shaky camera style is disorientating
negative,"#NEW #SHIT 10 Things to Know for Friday: The U.S. Postal Service, on the brink of default on a second... http://t.co/W3V3Pi2t #NEW #SWAG"
positive,Heat vs Knicks gone be the best series in the 1st round..
neutral,"I'm going to Halestorm at Backstage Live in San Antonio, TX - Nov 10 http://t.co/v2K4luqd"
neutral,Playstation Vita ordered. I should have it on Tuesday and then LBPV the Tuesday after that. :)
neutral,"Jinja Safari have Hiccups, catch them live this Thursday with Opossom and White Arrows on the Blind Date Tour http://t.co/u572cXVW"
positive,"Just met with CJ, banjo player in @MatrimonyBand! Come out to Neighborhood Theatre on June 23rd for the concert! You won't want to miss it!!"
neutral,Mass tomorrow then Retreat Friday with da homie @bradychant
neutral,"Well, monsoon coming in from the North and the Bomb Squad down in Midtown on the 15th. Time to go."
positive,Tomorrow is going to be an easy day. Just show my bib cards for Eng which will be like 25 mins since I'm LAST then get my test back in math
neutral,"Hey!  Lauren (clarinet!) would like you all to know about this event hosted by BRIC!  Hey everyone, so on Sunday,... http://t.co/y2Z8zNwv"
positive,"Someday I'll have a party and that party'll be named ""Angelo's 18th"" yes after 2 more years. I just turned Sixteen and I'm a college student"
neutral,On Thursday over fifty countries and international organisations will come together for the London Conference on... http://t.co/9wWJT5dC
positive,Damn. I would totally buy the Sun for this. @michaelroston: Future of news again: Free Hawkeye Lego with Murdoch's Sun http://t.co/6W8q4oET
negative,"@WSJ: The U.S. Postal Service reported a $5.2 billion quarterly loss, says it is nearly out of cash.&lt;-- Sat mail will be gone very soon..."
neutral,haven't watched TTOA with Eng Sub yet. gotta sleep now. gonna watch it tomorrow. (~O~)zZ Gud nite tlist.
neutral,played the song 'Ain't No Need To Worry (Album Version)' by THE WINANS on @myspace http://t.co/aSSBlRbv
positive,Our SE member the Alresford Community Choir to share the stage with Brit Award winning @TheBandBlake on Sep 15 @TRwinchester. How exciting!
negative,Nobel Peace laureate Jose Ramos-Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim ...  http://t.co/laxozNGJ
positive,"I'm excited for Riri's 7th studio album ""Unapologetic"" See the album cover: http://t.co/75sWc2pd"
positive,@KwanaWrites I think that's standard now. It's actually an improvement. Before they were saying the 11th. Now the 9th.
positive,Every Thursday I fall more and more in love with Maya Rudolph
neutral,"Open Dialog is cosponsoring with GLOBES to present to you ""Searching for Social Justice"" next Wednesday at 6pm. http://t.co/6GGsbR7G"
neutral,"#WednesdayWisdom from the old @OzingaRMC Alsip Sign: Do it now, since it will be yesterday tomorrow. http://t.co/Vc9dxiwJ"
neutral,gunna snow. WC says Winter Storm Watch till 5pm tomorrow .. it was 80*F yesterday
positive,"@alfredoflores follow @amandawanxo and meet her on NOVEMBER 26. she deserves to meet you,crew &amp; justin. She'll be at the bell center at 4!."
negative,"extra point is no good. Its DSU 28, Morgan State 20 with 5:02 left in the 3rd quarter."
neutral,I think Matty may have just implied that Max is doing a Christmas song. Or Lulu. Or Durston.
positive,I have tkts to see Plan B next Feb- he has already announced his support acts- Labrinth and Rudimental!!!!this news has made me tres happy
neutral,@Jadeybugg4 if you get ungrounded tomorrow go to Lauren's birthday kickback
positive,"Three times Grammy nominated, Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday! http://t.co/M2uukRLx"
neutral,im spending my hole friday wit bo we gone blow sme keisha nd grab a pack of blacks nd watch the battle of lebron career vs. CARMELO ANTHONY
neutral,"hey @CaraCarriveau I have a concert this Saturday at Bedolla Skater Boyz in Alsip, IL at 6pm. Any chance I could get you to show?"
neutral,Scrubbin to the max tomorrow cause I gotta work out and leave for a game.
neutral,"Oh, Starbucks! Please pop out anywhere in ZC. May it be in Vitali! I'll fly!"
negative,i keep thinking about the fact that MMG will be in lexington on saturday and i won't be there:(((((
neutral,Who starts at QB on Friday? I'd play Nichols. Have said that all year. He had a big Q4 with key targets and has already played Calgary.
neutral,"@AshleyJudd Hi Ashley, My country,South korea like the US will be the Presidential election on December 19 ^^"
neutral,White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes. DON'T MISS THIS. http://t.co/FqJzBd3U
positive,"Volunteering 4 the Obama campaign this AM! But I keep waitin 4 #Olivia to come in yelling ""Super Tuesday is coming people!"" @KerryWashington"
neutral,"Anonymous' WikiLeaks like Project Tyler to Launch in December: A hacker, who claims to be a member of the hackin... http://t.co/Kzs7yZoX"
neutral,"Going to 3MPH: a Woman's Walk Around the ... at Chautauqua Community House on Mon, Nov 12 http://t.co/rsOCU9z7"
positive,"Erotic Asphyxiation, Evanescence, Strip Clubs and Kaaba have been the topics of my discussions today! Happy Friday?!"
positive,@sue_bryce hey sue. So excited to see you at WPPI U tomorrow. We're coming don Canada and would love to buy you a drink. @catG_photo
neutral,@theprawnguy This Sunday the actual work is just east of Edmonds. But there will be a couple of delays impacting all Eastbound service^DA
neutral,"Tyga's Careless World moving down five spots to No. 48 with 8,300. Headed into his 10th week, the YMCB rapper's LP has sold 199,400 records."
neutral,"on my YM shit right now. just finished listening to I Am Not A Human Being. now going onto Pink Friday. after this, hello Careless World."
neutral,And the Monstography bidding begins... Silent auction closes Tuesday 20th 8pm. Who will be NZ's next top Mon http://t.co/WSPVqt56
neutral,Oct 9 1888 The Washington Monument officially opened to the general public. Have you been to visit?
neutral,Today: Sefton v @AlderCC HOME 12noon - including President's Day; 2nd XI v @newtoncricket Away 12.45pm.  Let's hope the forecast's wrong!
positive,Brandon Weeden is going to be a player someday. He's not right now - Ron Jaworski just now on Sunday NFL Countdown #countdowntokickoff
neutral,@mw55 what do you expect Thursday? Are you going to pull out that Mikey Magic on Duels day again? #hopeso
neutral,@RockstarGames Bring GTA3/Vice City 10th Anniversaries to the PS Vita!
positive,Im embracing the oversized sun glass look with my new glasses. They are too awesome not to. I feel like Jackie O:)
negative,So June 9th is the day. This is gonna be worse the the Galaxy Foams
negative,"@jimbobohan @burko77_ I certainly wouldn't be spending my hard earnt  taking the kids to see say Shels 2nd XI v us, clubs will fold no doubt"
neutral,Watch live streaming video of the Pancake Day activities tomorrow at http://t.co/xkQzkqO4! Make sure you... http://t.co/Jbr2mvXc
neutral,#Queen is worried about Black M.Hence #Mumbai Riot See#MSM lies thin crowd @ Ramlila on 3rd day:http://t.co/w5NNSQyW n  http://t.co/8cC0KfaB
negative,Francesco Totti thinks Roma will be unable to catch Juventus &amp; wants the #SerieA side to aim for 3rd this season http://t.co/13FxCEbw
neutral,"@Q98Rocks Presents: DETHKLOK with MACHINE HEAD, ALL THAT REMAINS, and BLACK DAHLIA MURDER! TUESDAY, NOVEMBER 13TH AT THE VENUE AT THE HUB!"
neutral,One more day left in Iqaluit. Back home in Ottawa tomorrow
positive,Monday at Town Ballroom: RICHIE HAWTIN with LOCO DICE.  Dude is so awesome.  Tix still avail at http://t.co/jPC3vf3T  http://t.co/HvKJ6hqt
negative,Watched The Wiggles for the 1st time.  Was embarrassed for those men &amp; then I remembered that they are probably FILTHY RICH. #parenting
neutral,was sat watching Degrassi then came to the realisation that Little Things will be aired in a while.
positive,The Knicks got the Heat at MSG tomorrow! Gonna be tough but we got this!! #knickstape #GoNewYork
negative,"Madison don't wipe your black lines off !! ""It's like Ash Wednesday, you don't wipe that shit off."""
neutral,"If I'm a CiCi's buffet, these mosquitoes are going in on me like obese Catholics on the last Friday of Lent."
negative,How have I missed that today is National Margarita Day?!?!?  Kinda doesn't go with Ash Wednesday.....
positive,Tonight's the decider -- will I be at the Garden friday night for Knicks/Heat game 6? Here's hoping for a miracle...
negative,@Michael5SOS are you coming to nz tonight or tomorrow morning?? Waaa im so confused ):
neutral,http://t.co/TtQf1MqA Price: I'd take Vitali fight: David Price says he would fight Vitali K... http://t.co/X7B85ZO7 CLICK-1st-LINK! 2WIN
positive,My Miami Heat are going to Demolish the New York Knicks tomorrow. I am from New York. But sorry knicks!!
neutral,Indian Ocean with @simon_reeve got 1.4m viewers on Sunday with repeated programme about Somalia. More than double much trailed show on C4.
positive,@supergirlmac Sarah G. Day is now on its 4th consecutive day on the top spot. :))
positive,"Blessed is the heart that bends, it will never be broken--- Lucas Scott Good pre-bedtime OTH after a busy day! Can't wait for tomorrow #zzzz"
positive,"Freestyle Wednesday - #NP Big L, Jay Z, Mos Def, Black Thought, Eminem, Yelawolf... Love it"
neutral,Winter Storm Watch for portions of the WDBJ7 viewing area  until 8:00pm Tuesday. http://t.co/GbHXY57g
positive,"About India: Auto production may end FY13 with 6% growth: CMIE - Mumbai: Automobile production, which took a... http://t.co/2zocdLkd"
negative,"@muterundumo good argument, however ITS A GAMBLE that won't pay off, worse still I think the constitution has a deadline of Dec 4th"
neutral,I saw Katie Price was at the Haye / Chisora fight-now she's going to be @ the Olympic boxing training venue on Saturday - sparring!!
neutral,"@Baby_Boomer93 Yeah bro! Girls Gone Wild is hosting a party friday hahahah. Make sure your in shape before bootcamp, otherwise it will suck."
neutral,"Sony's putting out a new PS3 Firmware Update on Tuesday that FINALLY lets you see your PS Vita trophies on PS3. About ****ing time, Sony."
neutral,Who wants to see Maya Rudolph sing Prince with my Thursday night
positive,@badassday I love NZ was there in Feb have friends with vineyard which is useful!! In Nelson lovely part of NZ!
neutral,"First 24 hours in London got given a free rail card, saw 3 squirrels going to work, may have found a home &amp; there's big Alan rickman posters"
neutral,"GM FBF, let's go ole skool today...The Winans, the choices 1) Tomorrow 2) Uphold Me or 3) Bring Back The Days, the voting begins now!"
neutral,"@leonelwell check @mrdavidhaye timeline mate, looks like we'll find out if we found the gym. If Vitali steps up we may have to go too"
negative,@XochilihcoX C'mon Leo where's Endymion....... Or Amsterdam I know he likes Amsterdam. those songs are shit compared to the ones i put
neutral,A train from Naples to Milan made an unscheduled 40-minute stop at Parma on Tuesday - to drop off the Roma squad ahead of tonight's game.
neutral,We closing out the Knicks tomorrow
neutral,"Just got the call the magazine is ready for pickup get your copy at the ""Hands That Heal Fashion Show"" Nov 4th Mr. Reggie 404-246-9582"
neutral,"Gowns at the ready girls, Q4 update tomorrow! @BeckyBull_x @emmaharv"
neutral,"@isawn_furlan The pretty reckless, my chemical romance, a day to remember, 30 seconds to mars, hey monday,  evanescence, mcfly etc .."
positive,"The sun is out for President's Day! Today will be a good day, perfect way to finish the Cricket season."
neutral,@chelseafitch @chelss_lewis WPPI starts the 19th I believe.  That's why I'm flying out the afternoon of the 18th.
positive,rita oras on xfactor on sunday which means she'll sing shine ya light which i love which makes me happy!:-)
positive,Just caught the last few minutes of @orjan_nilsen's track Endymion on @SiriusXMArea. Great track to get ready for work with. Its my FRIDAY!!
positive,Richie Hawtin - Monday Night - Buffalo Town Ballroom - Don't miss it!
neutral,"So many shows in the near future: Metafest, Royal Teeth, M83, White Arrows, Grouplove, SweetTeaPumpkinPie Music Fest and Taking Back Sunday."
negative,Dr Jan Radio 2uE tonight with David Oldfield re  Kevin Rudd's sad loss of family cat. Pets deserve honouring cos they love  unconditionally.
positive,Real test for #Bayern this weekend against the in form Bayer Leverkusen. A win at home on Sunday will go a long way towards a 15 win streak.
neutral,Just watched the 1st ever Elimination Chamber match I had no idea it was an hour long till it ended.
positive,Rondo should be glad the All-Star game isn't hosted in DC with those Galaxy Foams on.
neutral,i'll make my bid for the adidas predator tomorrow Godwilling...
positive,@bruce_arthur Some of the Calgary runners heading to NYC are going to be cleaning up debris on Friday at Rockaway Beach. Great story.
neutral,"Help me smart peeps:  I need to get from the city to Alsip, back to the city on a Friday night.  Cheapest way to go? (it's for a wedding)"
neutral,Make sure everyone comes out to our first opener practice tomorrow at 6:30 at the Murphy Center in dance studio B!!!
positive,"Just whooped some ASS in kill confirmed with @QuiKGunZ and @PBrasfieldATO, tomorrow its back to makin kats cry in Gears3"
neutral,"@1st_love he's only 4th best British fighter, never mind world champ. 1.HAYE 2.FURY 3.CHISORA 4.PRICE."
positive,I would like to trade President's Day and Columbus Day for the day after the Super Bowl and July 5th please.
positive,"@geoffstults on September 5th, The Finder reaches italian tv (with the worst title translation ever). FINALLY!!! :D #finder #risolutore #sky"
neutral,"According to the radio, Rihanna's Birthday Cake is the official 4th of July anthem. Sounds about right."
neutral,"Jennifer Aniston, Justin Theroux high end shopping; time to decorate the crib: Tuesday, E! Online shared the vid... http://t.co/8Q6Plbfm"
positive,Excited about the bump in RAM for Raspberry Pi. Such a nice surprise for a Monday. : )
positive,I get to Procter the PSAT with my homie @KimaniAH tomorrow!!! It only took them three years to partner us up lol
neutral,Bayern Munich goalkeeper Manuel Neuer shows he could play in midfield v Bayer Leverkusen: Bayern Munich may have... http://t.co/oyJg6cNe
negative,I guess Knicks/Heat is on for now. Pretty clear that tomorrow's game wasn't going to happen.
neutral,"@alfredoflores follow @amandawanxo , on november 26, find her outside the bell center and meet her. please? &lt;31"
negative,@LiterallyFedUp 1/2 white? does'nt matter;Malcolm X may hv been as well.Still no specifics.U ppl don't hv ideas except make bombs killem all
neutral,Last day in Jeddah. Will be in Brunei tomorrow night. And then Surabaya the following night. And then Bali the night after that. Whee!
neutral,"Cba for work this weekend, wana be a sloth on Sunday with @GeorgiaKington and @abbieparker1"
positive,Happy Birthday to the coolest golfer in Bali! @tjvictoriacnd !! :) may you become cooler and cooler everyday! Stay humble little sister! Xx
neutral,ME&amp; @QueenofCol  going to Phuk The City Up Sept 15. we taking it back to Fairground for #BATTLEOFTHESEXES lets see who rock men/women
neutral,"watched Unofficially Yours with Richard Mark Morcella, his partner and Jaja Abastillas"
neutral,"Who's appearing at the Houston Livestock Show and Rodeo come March? That is, other than George Strait?... http://t.co/5u61o6o9"
neutral,There are now only EIGHT tickets left for @casualviolence 's November 5th show at the Leicester Square Theatre.. Get in quick folks!!!
neutral,"*raises hand*RT @NY_SexyLady: ""Tomorrow"" by The Winans is on my heart so heavy this morning... Wonder who needs to hear it!"
neutral,"November 3rd-Norfolk, VA-NorVa Theatre (NAS ONLY)November 4th-Washington,DC - DAR Constitution Hall......for you concert seekers out there !"
neutral,@KiranKS Those who justified Mumbai Police's incompetency for Aug 11 are the same ones who supported Delhi Police's action at Ramlila...!!
neutral,"@kinagrannis Two Birthday Cakes! One with Jelly Beans! I wonder what kind of Birthday Cake the 2nd one was? Goodnight Kina, Emi, and Misa."
neutral,@FreddieGibbs show at IU was live! Chicago tomorrow @ Reggie's with @ShowYouSuck &amp; Boldy Blocks!
neutral,"Talk About The History of Valentine Day: Every February 14, across the United States and in other places around the... http://t.co/9rzD99jT"
neutral,May I get a Lucas Scott for a sleepover tonight? Please! #DalalWantsLucasScott
positive,"Ash Wednesday lyric~ she shouts to the east god u better have something better for me cause if this is it, well i want better than this..."
negative,@kelly_carlin I just got back from Hawaii on Monday and I'm feeling sick too.
negative,"Mncim, the rain that stopped last Saturday's game wasted our time waitse! Maybe SS4 would be playing something better tonight."
neutral,"When I see reactions to stories about ""benefit scroungers"" and the ""lazy poor"" in the Sun, I wonder if Murdoch is a latter-day Pavlov"
positive,"@NiallOfficial I'm singing What Makes You Beautiful for a school performance tomorrow! Wish me luck? Any advice? Follow? Lol love you, Niall"
neutral,"Aug 30! Toads Place, New Haven CT. Myself, M.A.R., Jitta on the Track, Danimal Lector and more! http://t.co/kaU62WG1"
neutral,"I'm going to Babaman at Vidia in Cesena, Italy - Dec 22 http://t.co/Tns3TWqv"
neutral,@Dixieconley I'm dropping becca off tomorrow and then going to Ash
negative,Valentine day has been cancelled..what? Why? how? you may be asking. But you see it's simple math.. 14-2-12 =0
positive,Are you guys as ready as I am for RIRI 7th album .... Come on NOVEMBER 19 :) #rihannanavy @rihanna rihan http://t.co/h33yFESe
neutral,"THE SKINNY: Breezy may be getting it from RiRi AND ex, KT. Getting that cake! cake! cake! and eating it too. &lt;3... http://t.co/S7I4RVCe"
neutral,"If this is the end for @TSN990Radio, I once again have to commend @TheKaufmanShow for his emotional Gary Carter memorial show in February"
neutral,OMG!!! Ramin and Sierra performing Phantom of the opera at the classical brit awards televised on sunday ITV at 10.30pm!!!! :D
neutral,"Seven has 6 shows in top 15, ABC 2nd with 5, Nine third with 4. Ten and SBS rate 0.  http://t.co/QBEBBrIG"
positive,@lovinjakemore You bet! And @chuckonthewolf &amp; I will have Best Seats in the House on Mon.
neutral,From a Call to Prayer for America Saturday at the Washington Reflecting pool with the Washington Monument in the... http://t.co/IKpMKsry
positive,First time I ever heard SS was in 6th grade and I actually loved it. I didn't know the song at the the time so I couldn't continue to listen
positive,@JScribe We are having a Politics and Pancakes program in the building next Tuesday night--you are welcome to come!
positive,Could be one of the greatest nights of my life Carmelo Anthony winked &amp; acknowledged me twice and sat 2 rows back at the Knicks game! #CA7
positive,"Proud of Aishwarya's French honour: Big B: Mumbai, Nov 2 (IANS) Megastar Amitabh Bachchan says he is proud that ... http://t.co/x5721z5E"
neutral,"Short hair is back! Check  it out. (clockwise) Alicia K, RiRi, Miley C and Twiggy the 1st skinny model.  #pi http://t.co/JmEWya7T"
negative,Lack of communication from #nycdoe very frustrating regarding reporting time for work tomorrow.  Thank you #uft and @GothamSchools for Info
neutral,***Thursday night Friday night dinner special***  Salmon &amp; Jumbo Shrimp 15.95 Whole Fish (Porgie) 1.5lb with lemon... http://t.co/h10h4M8A
neutral,"Got new Aesop Rock, Master Ace &amp; DOOM, Nas, Flatbush Zombies, Jon Connor, &amp; Cyhi ready for the flight tomorrow, been sleepin on lots of shit"
neutral,Foreign commentator award at the #commentawards goes to the late Marie Colvin of the Sunday Times
positive,Intermission FC took a big step towards the title with a hard fought 1-0 win over fellow table toppers The Real Ajax on Monday night.
positive,Tomorrow is a good day to listen to LAMB OF GOD. HAHAHAHA.
neutral,"Kuun fastest so far on SS4, Williams 2nd and Fekken 3rd. Cronje still leads but the gap is now 8sec from Habif #sarally #pr"
neutral,might as well go ahead and download the parade tracker app. Think a Zulu float may show up before the bus.
neutral,"Memorial Day, President's Day, Monday, any day seems to be the right day to see Independence Day on t.v."
positive,Senran Kagura for PS Vita may be the most advanced breast physics system with complete costume destruction comparing the 3DS counterpart.
neutral,Friday is cold but here.  How are you guys doing?  Win Evanescence tickets plus Stone Sour's new album in about 15 minutes...
neutral,I forgot Plies gone be at the moon tomorrow
positive,"With the election right around the corner, RRFP is pleased to announce Super Tuesday!  Get an additional 5%... http://t.co/aKR98s83"
neutral,"@asampson930 first, *Rondo. 2nd, you know who's higher? Darko Millicic, LeBron James, Carmelo Anthony, etc."
neutral,The season opener for the New York Knicks is now Miami @ New York On Friday. That's how it should be.
neutral,"@ByeKandace And I live in Zachary, but I might try to stay with someone next Friday."
positive,@felliiiisha come over tomorrow? :) my mom isn't staying there with me she has to stay with the big dogs at the old house until Gordon
positive,The last lecture of the day on a Monday to me is like Pancake Day for fat kids #dreamy
neutral,"Parsons also confirmed w/ TW reporter abt JLin's popularity, also 'promised' he'll visit Taiwan next yr http://t.co/ER67bSxy"
positive,"Having family pictures done on Saturday with my 4 favorite girls! Hannah, Katie , Shan and my Tam! Can't wait! Life can't get any better!"
neutral,"For those wondering about when/if Murray State's Zay Jackson will play this year -- last Friday, MSU AD Allen Ward said ... (cont)"
neutral,It's Presidents Day at the White House Thursday. Barack Obama hosts George W. Bush for unveiling of portrait. George H.W. Bush there too.
positive,"Get your sweat suits! It's November and its time to lax! Practice tonight, game at @DrexelClubLax tomorrow. #FallBall"
neutral,Aged under 26 and keen to become a foreign correspondent? Apply for the Marie Colvin scholarship http://t.co/1NwsQSam
neutral,Who going to Club Bodi tomorrow
positive,Can't wait to see Carrie Underwood on the 27th
positive,@PaulRyanVP I wish Mitt quit all this lying about what they can do.  If MR was such a great leader he would've sought a 2nd term in Mass.
positive,Manuel Charr Looks Confident Ahead of Saturday Clash Vs. Vitali Klitschko: Charr didn't look scared as he stared... http://t.co/o3VxixpV
neutral,golf on Sunday with @ThePudseyBear @paulslim84 and @JimboFlynn9 is going to be more one sided than klitschko vs @mrdavidhaye
positive,Banana walnut Pancakes and a side of @BrooklynCured sausages. Slide up to the counter for a Soda Fountain  Sunday brunch. Enjoy!
positive,Pastor Winans will always be cool wit me because 'Tomorrow' by the Winans is one of my fav gospel songs!  And he sent my Nippy home right!
positive,"Big fan of the holidays that just involve partying: St. Patrick's, 4th of July, Halloween, Presidents Day, etc."
negative,centre for social justice report on Gangs - one year after the riots. http://t.co/A6gtlVQI #d policy may have exacerbated problems.
positive,Wow Toowoomba tomorrow with stan walker!!:) so good
neutral,@amvanimere are you going to The Pack AD tomorrow in Edmonton?
neutral,Making an effort to use my PS Vita a bit more. Only use it for FIFA  at the moment! Gonna give a few demos a try. 1st Silent Hill BOM :-)
positive,"@4everAM_ber *as i sat and thought* i lied. Total Praise, Thank You, then the Winans joints"
negative,i haven't worn Makeup since Ash Wed. ;o &lt;3 i don't like it anymore .
positive,Good Luck to Scouser &amp; Soon to be Klitschko destroyer @DavidPrice_1 tonight in the Echo against @audley_Harrison - '12th Career KO Tonight'
positive,The first Coolamon Rodeo is coming up on November 17! A great day of action and a fun day for the family! http://t.co/nVQELIHn
positive,"Wow. Marcos had no VP during Martial Law, but Enrile is the 2nd most powerful man in the Philippines then."
neutral,"Perry: Morgan State is beating Howard, 7-0 at the end of the 1st quarter of Howard's Homecoming football game."
positive,"@the2scoops Much of last season, too, esp 2nd half. Tho I loved Jack White, and Mick Jagger with Arcade Fire / Foo Fighters was amazing."
neutral,My xbox live ends tomorrow :( MW3 and Gears3 all day! Hit me up!
neutral,This is the 2nd time I've seen a niqqa wear Galaxy foams
neutral,Tomorrow haunted house with Sam kaitlyn marisela Yesinea marcos and maybe Walter and Katie xD
neutral,I challenge Katie to stick pins in my eyes tomorrow. I dare you.
neutral,"Remember, 1 November is the Solemnity of #AllSaints: a holy day of obligation.  Be sure you assist at Mass or it's a mortal sin. #Catholic"
neutral,Be looking for us this Friday @ Elon University for Campus Fest! Learn more about The Loft and check out how you can win the new Kindle Fire
positive,"Shaquille O'Neal All-Star comedy jam @ DAR Constitution Hall Sat. 8pm Nov 3, 2012 Washington DC.. Looks like it will be a great show!!"
positive,Support: We're excited that Stan Walker &amp; advocates are running for the kids The Sun-Herald City2Surf soon!... http://t.co/QkDtdwq0
positive,"Thinking neighbors probably don't have work tomorrow. So, it's cool if I turn up the Judas Priest and just rock out all night, yeah?"
positive,Going to south korea or japan for research in my 7th semester..wow it'll be amazing #faith
neutral,"Sunday Times launches the Marie Colvin scholarship, seeking future foreign correspondents, under 26. deadline sept 30: http://t.co/aXORYHPn"
neutral,"The video of Porto ""Oportonity City"" won the 1st prize in category Cultural Tourism in ART&amp;TUR International Tourism Film Festival..."
positive,Good luck to Joseph Calleja tonight at the Brits. See he's appearing at the Royal  Festival Hall on Friday 11 Jan in Raymond Gubbay concert
neutral,Annie hasn't finished the high water marks but Ash Wed is under @1901 Bayford Oyster Co #sandy http://t.co/UiR5NeU6
neutral,"WPPI and Vegas bound, but have to be up tomorrow at 5:30AM, S.O.L....Maybe catch some ZZ's on the plane."
negative,Monday morning CalTrain ride from home to work is always to short. I know that I may be in the minority with that opinion.  #fb
positive,@Tiffany_Evonne o ok they got me off today wed &amp;friday but ima talk to Zachary to see if I can work split shifts the rest of the week
neutral,After 2 days #fuckuover is the 20th most played song on my ipod. Only another 400 or so plays til it beats What Makes You Beautiful
neutral,"King Cake and boudin for breakfast. Yep! I'm in southern Louisiana, where the weather is warm (not hot) and sunny. Wine tasting tomorrow!"
positive,@AKRAM01ARABI Friday's the main day!!!! Knicks vs Heat
positive,So here we go into the early hours with hopefully some great racing from San Fran #americascup world series. Watch it Fri 0930 on SS4...
positive,@Benjm1 Best year ever it will be! I am tossing the idea of Hawaii around for mid jan to mid feb. but California dreaming for suuure
neutral,"Late Night with Jimmy Fallon clips - Maya Rudolph, @DaveAnnable10, @theavettbros  http://t.co/TXP7f5LK @NBCUpAllNight @666ParkAve_ABC"
neutral,Next Friday SolTek residents Daffadam and Medlam take to the stage at Plan B - London for C Panel's 1st Birthday.... http://t.co/9JafrjwC
neutral,"Europe AA prices may firm on Asian supply, but not in Q4 - buyers: LONDON (ICIS)--Buyers in the European a... http://t.co/RILhya5H #ICIS"
neutral,Little Mix are going to be on Kyle and Jackie O tomorrow morning :)
