label,tweet
positive,"['james', 'big', 'brother', 'lot', 'thing', 'happen', 'first', 'time']"
neutral,"['go', 'bull', 'game', 'aaliyah', 'hope', 'next', 'thursday']"
positive,"['use', 'amazon', 'prime', 'get', 'harper', 'pete', 'cat', 'shirt', 'wish', 'could', 'time', 'pete', 'cat', 'parade', 'tomorrow']"
neutral,"['plan', 'watch', 'tomorrow', 'see', 'fuss', 'hope', 'get', 'disappointed']"
positive,"['follower', 'hype', 'even', 'tho', 'recent', 'follower', 'kurt', 'cobain', 'account', 'must', 'appreciate', 'big', 'fan', 'may', 'always', 'live', 'heart']"
positive,"['happy', 'birthday', 'roman', 'abramovich', 'treat', 'nice', 'present', 'january', 'think', 'radamel', 'falcao', 'would', 'fit', 'bill', 'nicely']"
neutral,"['go', 'back', 'thor', 'copp', 'petan', 'hit', 'exactly', 'best', 'paper', 'well', 'base', 'locked', 'stu', 'thor']"
neutral,"['think', 'anniversary', 'raw', 'walk', 'hallway', 'hulk', 'hogan', 'walk']"
neutral,"['list', 'prince', 'george', 'cambridge', 'birthday', 'commemorative', 'mug', 'prince', 'georg', 'via']"
neutral,"['goin', 'see', 'kevin', 'hart']"
neutral,"['curtis', 'painter', 'ask', 'interview', 'today', 'lead', 'singer', 'nirvana', 'get', 'band', 'back', 'together']"
positive,"['empathise', 'completely', 'scots', 'nationalist', 'bbc', 'coverage', 'panorama', 'leave', 'must', 'stick', 'together']"
positive,"['definitely', 'go', 'go', 'see', 'annabelle', 'tomorrow', 'night', 'brenham', 'idc']"
neutral,"['iran', 'say', 'sunday', 'new', 'u', 'visa', 'regulation', 'visitor', 'mainly', 'european', 'country', 'include', 'iran', 'fly', 'face']"
positive,"['think', 'stroke', 'brilliance', 'casting', 'may', 'wind', 'sacha', 'baron', 'cohen']"
positive,"['wait', 'headline', 'nicki', 'beat', 'hell', 'miley', 'vma', 'party']"
positive,"['good', 'luck', 'player', 'fife', 'tayside', 'trial', 'tomorrow', 'show']"
positive,"['national', 'ice', 'cream', 'day', 'sunday', 'yes', 'day', 'everything', 'start', 'weekend', 'healthy']"
positive,"['complete', 'showcase', 'preview', 'event', 'movie', 'ted', 'hold', 'tokyo', 'theater', 'hero', 'kumatomo', 'ted', 'kumamoto', 'prefecture']"
positive,"['hi', 'sorry', 'u', 'rt', 'mean', 'world', 'really', 'hope', 'niall', 'notice', 'bday']"
neutral,"['next', 'nesta', 'say', 'think', 'compare', 'inter', 'defence', 'season', 'ausilio', 'get', 'spot']"
negative,"['want', 'alienate', 'trump', 'conservative', 'voter', 'may', 'look', 'vp', 'trump', 'win', 'sure']"
positive,"['amazon', 'prime', 'deliver', 'sunday', 'say']"
positive,"['hey', 'guy', 'kris', 'bryant', 'hit', 'homer', 'season', 'need', 'double', 'add', 'live', 'hype']"
neutral,"['leave', 'tory', 'cabinet', 'see']"
positive,"['happy', 'birthday', 'prince', 'george', 'much', 'little', 'royal', 'look', 'like', 'dad']"
neutral,"['anybody', 'wanna', 'go', 'jason', 'aldean', 'concert', 'september']"
positive,"['send', 'unibet', 'preview', 'tomorrow', 'way', 'louis', 'genuinely']"
positive,"['pimp', 'butterfly', 'kendrick', 'lamar', 'best', 'album', 'year', 'hamilton', 'musical', 'easily', 'best', 'album']"
neutral,"['dana', 'white', 'appear', 'sunday', 'place', 'top', 'trend']"
positive,"['ever', 'since', 'may', 'big', 'brother', 'season', 'full', 'swing', 'day', 'since', 'wherein', 'watch', 'bb']"
neutral,"['tim', 'tebow', 'date', 'cave', 'woman', 'bc', 'date', 'question', 'like', 'time', 'jesus']"
negative,"['nero', 'ridiculously', 'gay', 'dante', 'world', 'may', 'never', 'know']"
negative,"['tmills', 'go', 'tucson', 'thursday']"
neutral,"['conor', 'mcgregor', 'may', 'absurd', 'person', 'say', 'da', 'real', 'mvp']"
positive,"['happy', 'birthday', 'prince', 'george', 'lovely', 'day', 'back', 'board', 'school', 'tomorrow']"
negative,"['today', 'sit', 'make', 'conscious', 'effort', 'try', 'actually', 'like', 'song', 'unsuccessful']"
neutral,"['gucci', 'raft', 'conscience', 'pomposity', 'june', 'wave', 'bifurcated', 'thine', 'body', 'accruement', 'special', 'pleading', 'vivid']"
positive,"['confirm', 'de', 'gea', 'tomorrow', 'real', 'madrid', 'get', 'want', 'hmmm']"
positive,"['nintendo', 'release', 'new', 'new', 'animal', 'crossing', 'bundle']"
neutral,"['white', 'sox', 'challenge', 'play', 'call', 'field', 'travis', 'shaw', 'ground']"
positive,"['believe', 'go', 'see', 'frank', 'ocean', 'saturday', 'yasss']"
positive,"['consistently', 'thursday', 'perfect', 'midway', 'point', 'month', 'st', 'patrick', 'day', 'roll', 'around']"
neutral,"['know', 'pick', 'good', 'roommate', 'kind', 'decide', 'watch', 'twilight', 'tuesday', 'night', 'dead', 'week']"
negative,"['power', 'inconsistent', 'mcu', 'first', 'movie', 'take', 'destroyer', 'one', 'hit', 'one', 'struggle', 'dark', 'elf']"
neutral,"['franklin', 'state', 'hib', 'related', 'suspension', 'group', 'elizabeth', 'city', 'cherry', 'hill', 'phillipsburg']"
neutral,"['miss', 'usa', 'last', 'night', 'al', 'start', 'pitcher', 'today', 'go', 'tomorrow', 'bishop', 'kelley', 'h']"
negative,"['old', 'white', 'dude', 'worldstarhiphop', 'plate', 'shit', 'sit', 'without', 'wipe', 'as', 'eat', 'shit', 'omfg', 'fuck', 'nasty']"
negative,"['big', 'show', 'kane', 'zero', 'business', 'finish', 'rumble']"
positive,"['come', 'twilight', 'market', 'next', 'tues', 'dec', 'pm', 'last', 'chance', 'stock', 'reopen', 'jan']"
positive,"['loool', 'errr', 'watch', 'today', 'watch', 'celebrity', 'juice', 'last', 'night']"
neutral,"['yes', 'friend', 'revenge', 'game', 'chelsea', 'crush', 'manchester', 'unite', 'five', 'versus', 'quad']"
neutral,"['kris', 'bryant', 'rookie', 'hit', 'hr', 'season', 'expansion', 'era', 'previous', 'rookie', 'year']"
negative,"['actually', 'deny', 'ever', 'believe', 'sun', 'come', 'zayn', 'even', 'keep', 'b']"
neutral,"['phillies', 'announce', 'david', 'wright', 'bat', 'put', 'kelly', 'face', 'scoreboard']"
neutral,"['want', 'go', 'korean', 'festival', 'tomorrow', 'see', 'f', 'x', 'imagine', 'scary', 'kpop', 'fan']"
positive,"['sell', 'extra', 'ticket', 'zac', 'brown', 'band', 'toronto', 'tomorrow', 'mssg', 'want']"
neutral,"['go', 'chase', 'bryant', 'u', 'bank', 'arena', 'cincinnati', 'oh', 'oct']"
neutral,"['harry', 'today', 'im', 'alone', 'home', 'tomorrow', 'night', 'birthday', 'want', 'make', 'sure', 'notice']"
neutral,"['hour', 'later', 'thor', 'emerge', 'slumber', 'fully', 'energize', 'wish', 'wake', 'jane', 'quietly', 'sit']"
neutral,"['qb', 'christian', 'ponder', 'take', 'pick', 'pick', 'andy', 'dalton', 'colin', 'kaepernick']"
negative,"['probably', 'go', 'see', 'much', 'tomorrow', 'go', 'shop', 'around', 'lunchtime']"
negative,"['cena', 'dolph', 'make', 'sense', 'bc', 'ziggler', 'end', 'lose', 'like', 'usual', 'may', 'cash', 'care', 'tht', 'lose', 'cena']"
neutral,"['christianity', 'sunday', 'thing']"
neutral,"['sell', 'jason', 'aldean', 'ticket', 'september', 'let', 'know', 'need', 'one']"
positive,"['thursday', 'peep', 'band', 'run', 'night', 'music', 'paul', 'mccartney']"
neutral,"['rt', 'qfe', 'must', 'tomorrow', 'gandhi', 'tea', 'party', 'future', 'america']"
neutral,"['red', 'sox', 'lead', 'mlb', 'run', 'since', 'break', 'ahead', 'even', 'rampage', 'jay', 'white', 'sox', 'opponent']"
neutral,"['someone', 'bless', 'mr', 'wattecamps', 'hw', 'tomorrow']"
positive,"['shawn', 'vmas', 'tomorrow', 'red', 'carpet', 'ill', 'update']"
neutral,"['dj', 'mix', 'n', 'match', 'spin', 'live', 'air', 'wednesday', 'october', 'city', 'nightclub']"
neutral,"['back', 'normal', 'minecraft', 'news', 'update', 'monday', 'video', 'weekend', 'video', 'take', 'long', 'render', 'upload']"
positive,"['finish', 'first', 'timeplay', 'saw', 'tonight', 'think', 'may', 'peak']"
positive,"['lakers', 'vs', 'clipper', 'game', 'tmw', 'live', 'nba', 'game', 'german', 'girl', 'woo', 'hoo']"
negative,"['mad', 'john', 'cena', 'sunday', 'night', 'summerslam', 'lose', 'big', 'talk', 'front', 'authority', 'front', 'seth', 'rollins']"
neutral,"['put', 'bet', 'tomorrow', 'night', 'already', 'never', 'miami', 'heat', 'knicks']"
neutral,"['terry', 'gibson', 'yet', 'real', 'madrid', 'let', 'iker', 'go', 'replace', 'navas', 'remain', 'see', 'yet']"
neutral,"['let', 'romance', 'rumor', 'continue', 'sneak', 'peek', 'clip', 'brand', 'new', 'episode', 'cait', 'caitlyn', 'jenner', 'head', 'bff']"
neutral,"['milan', 'italian', 'premier', 'matteo', 'renzi', 'thursday', 'defend', 'move', 'save', 'four', 'local', 'bank', 'say']"
neutral,"['look', 'lot', 'like', 'hyung', 'jun', 'pic', 'lol']"
neutral,"['justify', 'mumbai', 'incompetency', 'aug', 'one', 'support', 'delhi', 'action', 'ramlila']"
positive,"['boy', 'album', 'album', 'come']"
positive,"['bahaha', 'love', 'idea', 'could', 'tornado', 'sun', 'tree', 'curtis', 'face', 'star', 'top']"
negative,"['give', 'zero', 'shit', 'star', 'war', 'mildly', 'excite', 'bond', 'film', 'see', 'rhap', 'tomorrow']"
neutral,"['yougov', 'tonight', 'show', 'labour', 'lead', 'headlines', 'tomorrow', 'crisis', 'cameron', 'labour', 'pull', 'ahead', 'perhaps']"
neutral,"['gov', 'john', 'kasich', 'enter', 'race', 'wks', 'ago', 'debate', 'move', 'poll', 'honest', 'speaker', 'issue', 'immigration', 'policy']"
neutral,"['saudi', 'arabia', 'hike', 'petrol', 'price', 'pump', 'waec', 'release', 'nov', 'dec', 'gce', 'result', 'pas', 'record']"
neutral,"['bill', 'google', 'post', 'may', 'enjoy', 'nod', 'set', 'iphone', 'fire']"
negative,"['edge', 'tomorrow', 'literally', 'groundhog', 'independence', 'day', 'though', 'less', 'stupid', 'make', 'sound']"
neutral,"['djokovic', 'look', 'physically', 'good', 'goffin', 'dolgopolov', 'may', 'beat', 'federer', 'today', 'probably', 'play', 'previous', 'rds']"
positive,"['pinoy', 'big', 'brother', 'celebrate', 'year', 'air', 'happy', 'year', 'pbb']"
positive,"['listen', 'remastered', 'version', 'thursday', 'get', 'original', 'v', 'gritty', 'like', 'hob', 'roll', 'stone', 'fav', 'atm']"
neutral,"['anybody', 'want', 'buy', 'pair', 'anthony', 'hamilton', 'ticket', 'dm', 'detail', 'show', 'tomorrow', 'constitution', 'hall']"
positive,"['may', 'give', 'panther', 'much', 'credit', 'think', 'beat', 'green', 'bay', 'dolphin', 'know', 'beat', 'chicago']"
positive,"['yes', 'lol', 'think', 'andy', 'mention', 'july', 'show', 'audrey', 'actually', 'mention', 'big', 'brother', 'lol', 'love']"
positive,"['day', 'tomorrow', 'go', 'use', 'productive', 'productive', 'mean', 'watch', 'lot', 'game', 'throne']"
neutral,"['putin', 'keep', 'nice', 'safe', 'may', 'even', 'load', 'missile', 'may', 'sell', 'back', 'iran']"
positive,"['try', 'beat', 'may', 'android', 'io', 'fairly', 'decent']"
neutral,"['spend', 'weekend', 'sun', 'still', 'paler', 'ghost', 'michael', 'jackson']"
neutral,"['actual', 'forecast', 'real', 'life', 'would', 'like', 'chance', 'sharknado', 'may', 'vary', 'hour', 'get', 'later']"
positive,"['yeah', 'back', 'ievent', 'today', 'apple', 'iphone', 'replacement', 'model', 'aka', 'may', 'see', 'peak', 'iphone', 'within', 'mo']"
neutral,"['admit', 'nintendo', 'may', 'go', 'bit', 'overboard', 'whole', 'let', 'give', 'popular', 'youtubers', 'copy', 'super', 'mario', 'maker', 'thing']"
negative,"['might', 'die', 'hear', 'one', 'person', 'say', 'halloween', 'birthday', 'crazy', 'bear', 'may']"
positive,"['ow', 'god', 'haha', 'go', 'home', 'break', 'tomorrow', 'btw', 'cuz', 'anutys', 'york', 'go', 'meal', 'xx']"
neutral,"['continue', 'emmanuel', 'adebayor', 'travel', 'squad', 'europa', 'league', 'away', 'tie', 'greece', 'tomorrow', 'evening']"
neutral,"['gov', 'bobby', 'jindal', 'smart', 'republican', 'among', 'robert', 'kennedy', 'fear']"
positive,"['wait', 'see', 'nicki', 'tomorrow']"
positive,"['felt', 'like', 'ironman', 'movie', 'good', 'feel', 'like', 'film', 'graft', 'onto', 'good', 'bad', 'either']"
neutral,"['wait', 'entire', 'troy', 'football', 'team', 'pile', 'new', 'music', 'building', 'tomorrow', 'night', 'pillage', 'street', 'knoxville']"
neutral,"['edgar', 'david', 'pull', 'boot', 'lead', 'bottom', 'league', 'barnet', 'first', 'win', 'season', 'friday', 'night']"
positive,"['cate', 'blanchett', 'tall', 'poppy', 'redwood', 'long', 'may', 'continue', 'grow']"
neutral,"['long', 'go', 'kurt', 'cobain', 'may', 'awesome', 'might', 'make', 'best', 'choises', 'lol']"
neutral,"['video', 'thing', 'know', 'ahead', 'verona', 'milan', 'continue', 'season', 'sunday', 'afternoon']"
positive,"['kris', 'bryant', 'absolutely', 'mash', 'hr', 'thing', 'hold', 'ball', 'video', 'board', 'leave', 'fielder', 'never', 'turn', 'around', 'bot']"
neutral,"['uncut', 'ultimate', 'music', 'guide', 'dedicate', 'fleetwood', 'mac', 'sale', 'uk', 'thursday', 'sept', 'read']"
positive,"['may', 'arsenal', 'help', 'love', 'thierry', 'henry', 'time']"
neutral,"['miss', 'sunday', 'night', 'mob', 'wife']"
neutral,"['need', 'find', 'movie', 'watch', 'time', 'actually', 'watch', 'tv', 'either', 'hulu', 'netflix']"
positive,"['thank', 'lot', 'david', 'magic', 'music', 'night', 'milan', 'last', 'wait', 'back', 'orchestra']"
positive,"['briana', 'louis', 'together', 'around', 'march', 'well', 'least', 'read', 'magazine']"
positive,"['honor', 'star', 'war', 'day', 'else', 'go', 'movie', 'fine', 'thursday']"
neutral,"['sorry', 'internet', 'may', 'available', 'usual', 'today', 'account', 'new', 'iron', 'maiden', 'song', 'bit']"
positive,"['james', 'franklin', 'take', 'take', 'safety', 'word']"
negative,"['probably', 'jynxing', 'david', 'price', 'hitter', 'go']"
neutral,"['morning', 'paper', 'georgia', 'get', 'ready', 'big', 'opener', 'need', 'boise', 'state', 'look', 'kicker', 'bangle']"
positive,"['human', 'free', 'london', 'trip', 'welcome', 'guest', 'bring', 'cream', 'egg', 'haha']"
negative,"['problem', 'boi', 'best', 'rim', 'tomorrow', 'lol', 'like', 'one', 'go', 'rim', 'lol', 'really', 'dont', 'wanna', 'go', 'school']"
positive,"['cool', 'bean', 'try', 'let', 'know', 'end', 'day', 'fri', 'moomba']"
neutral,"['tomorrow', 'fire', 'test', 'judiciary', 'govt', 'institution', 'nh', 'scam', 'perform', 'sonia', 'rahul', 'gandhi']"
positive,"['last', 'day', 'pssas', 'tomorrow']"
neutral,"['cotham', 'give', 'rbi', 'single', 'josh', 'hamilton', 'unearned', 'run', 'charge', 'someone', 'else', 'get', 'first', 'two', 'mlb', 'ks', 'escape']"
neutral,"['olivia', 'jordan', 'oklahoma', 'crown', 'miss', 'usa', 'sunday', 'wear', 'hot', 'pink', 'strapless', 'dress', 'deftly', 'fie']"
positive,"['rt', 'watch', 'last', 'night', 'cowboys', 'indian', 'plus', 'alien', 'brilliant', 'western', 'touch']"
positive,"['way', 'hoover', 'al', 'sec', 'medium', 'day', 'tomorrow', 'tonight', 'cheer', 'miss', 'usa', 'pageant']"
negative,"['cancel', 'amazon', 'go', 'post', 'go', 'book', 'depository', 'instead', 'still', 'wait']"
neutral,"['clue', 'administration', 'connection', 'roll', 'stone', 'rape', 'hoax', 'pretty', 'definitive']"
positive,"['johnson', 'good', 'start', 'play', 'chelsea', 'portsmouth', 'day', 'milner', 'shit', 'since', 'day']"
neutral,"['well', 'look', 'like', 'one', 'direction', 'finally', 'decide', 'end', 'standoff', 'thanks', 'free', 'zayn', 'promo', 'though']"
positive,"['sangam', 'university', 'bhilwara', 'salute', 'nobel', 'peace', 'laureates', 'celebrate', 'international', 'day', 'girl', 'child', 'oct']"
neutral,"['get', 'tomorrow', 'wooop', 'adrienne', 'arsht', 'center', 'performing', 'art']"
positive,"['bad', 'blood', 'taylor', 'swift', 'feat', 'kendrick', 'lamar', 'stay', 'top', 'week', 'billboard', 'hot', 'peak']"
positive,"['vega', 'sept', 'floyd', 'mayweather', 'undercard', 'make', 'sure']"
neutral,"['thriller', 'michael', 'jackson', 'dancing', 'may', 'great', 'kill', 'zombie', 'grandma', 'wont', 'great']"
positive,"['amazing', 'dream', 'gym', 'lungnsquats', 'justin', 'wake', 'set', 'lmao']"
neutral,"['photo', 'album', 'saturday', 'twilight', 'ybor', 'city', 'check', 'share', 'photo']"
neutral,"['john', 'water', 'recently', 'ponder', 'make', 'fun', 'caitlyn', 'jenner', 'wonder', 'fair', 'halloween']"
neutral,"['pullin', 'john', 'cena', 'random', 'kid', 'hall', 'tomorrow']"
positive,"['paul', 'dunne', 'great', 'quote', 'post', 'round', 'thought', 'tee', 'tomorrow', 'lead', 'open', 'make', 'contact']"
neutral,"['call', 'behind', 'time', 'hulk', 'hogan', 'stuff', 'twitter', 'recently', 'make', 'week', 'tuesday']"
neutral,"['ipod', 'generation', 'rear', 'camera', 'version', 'gen']"
positive,"['think', 'frank', 'gifford', 'think', 'guy', 'monday', 'night', 'football', 'play', 'career']"
positive,"['toni', 'gonzaga', 'smile', 'legazpi', 'snapshot', 'video', 'take', 'swerte', 'ni', 'kuya', 'may', 'pic', 'w', 'toni', 'g']"
negative,"['koreatown', 'calif', 'man', 'allegedly', 'shoot', 'former', 'bos', 'head', 'thursday', 'commer']"
neutral,"['bet', 'friday', 'calibraska', 'go', 'trend']"
neutral,"['watch', 'ttoa', 'eng', 'sub', 'yet', 'gotta', 'sleep', 'gonna', 'watch', 'tomorrow', 'zz', 'gud', 'nite', 'tlist']"
positive,"['congrats', 'grade', 'team', 'go', 'superbowl', 'cheer']"
positive,"['watch', 'inside', 'amy', 'schumer', 'time', 'funny', 'sassy', 'smart', 'beautiful', 'sleep', 'teddy', 'bear', 'one', 'sketch', 'hook']"
neutral,"['ticket', 'sam', 'smith', 'concert', 'sept', 'cheap', 'fly', 'family', 'fir', 'concert', 'beyond', 'upset']"
negative,"['tomorrow', 'gonna', 'lock', 'room', 'social', 'medium', 'day', 'bc', 'want', 'see', 'post', 'ed', 'sheeran', 'concert']"
positive,"['compliment', 'peter', 'garrett', 'yesterday', 'suit', 'fear', 'worn', 'one', 'today', 'hope', 'pair', 'pant']"
positive,"['may', 'cool', 'never', 'share', 'birthday', 'paul', 'mccartney', 'cool', 'like']"
positive,"['ok', 'get', 'today', 'wed', 'friday', 'ima', 'talk', 'zachary', 'see', 'work', 'split', 'shift', 'rest', 'week']"
positive,"['kind', 'good', 'guy', 'look', 'rd', 'draft', 'pick', 'great', 'quarterback', 'hoyer', 'tom', 'brady']"
positive,"['see', 'shawn', 'tomorrow', 'best', 'friend', 'ohmvx']"
neutral,"['yesterday', 'understand', 'true', 'meaning', 'pancake', 'day']"
positive,"['make', 'plan', 'friday', 'night', 'come', 'hang', 'u', 'slacker', 'schooner', 'b', 'great', 'time', 'bring', 'friend']"
neutral,"['come', 'petrolia', 'farmer', 'market', 'tomorrow', 'pick', 'last', 'long', 'wknd', 'food', 'supply']"
neutral,"['amy', 'schumer', 'perform', 'live', 'northeastern', 'friday', 'speak', 'get', 'policy']"
positive,"['brock', 'lesnar', 'v', 'undertaker', 'wrestlemania', 'announce', 'tomorrow', 'night', 'garauntee']"
neutral,"['jennifer', 'lawrence', 'amy', 'schumer', 'want', 'wear', 'dior', 'dress', 'golden', 'globe', 'jennifer', 'lawrence', 'friend', 'amy', 'schumer', 'may', 'b']"
neutral,"['lomeli', 'man', 'google', 'think', 'connect', 'decode', 'kyhwana', 'feel', 'silly', 'bet']"
positive,"['get', 'slightly', 'good', 'dark', 'soul', 'beat', 'boss', 'tonight', 'mistake', 'oh', 'mistake', 'stay', 'tune', 'tomorrow']"
neutral,"['black', 'friday', 'kendrick', 'lamar', 'kendrick', 'want']"
positive,"['work', 'still', 'excite', 'rousey', 'v', 'correia', 'fight']"
neutral,"['style', 'make', 'fight', 'rousey', 'may', 'well', 'win', 'way', 'run', 'holm']"
negative,"['miley', 'good', 'watch', 'nicki', 'backstage', 'may', 'throw', 'hand']"
positive,"['dustin', 'johnson', 'sure', 'know', 'get', 'early', 'lead', 'thursday', 'hang', 'lead', 'sunday']"
positive,"['ahhh', 'get', 'email', 'go', 'snap', 'tomorrow']"
neutral,"['lp', 'wednesday', 'album', 'sonic', 'highway', 'foo', 'fighter', 'play', 'onwards', 'come']"
positive,"['look', 'like', 'may', 'still', 'handset', 'smartphone', 'business']"
neutral,"['start', 'thursday', 'michigan', 'wolverine', 'place', 'trey', 'burke']"
neutral,"['work', 'fine', 'part', 'may', 'weening', 'google']"
positive,"['lexus', 'may', 'make', 'first', 'ever', 'make', 'hoverdrift']"
positive,"['get', 'chance', 'join', 'google', 'hangout', 'friday', 'july', 'take', 'minute', 'watch', 'live', 'broadcast']"
negative,"['face', 'stupid', 'atheist', 'hater', 'islam', 'read', 'regard', 'marriage']"
neutral,"['win', 'set', 'v', 'take', 'two', 'set', 'lead', 'murray', 'win', 'set', 'win']"
neutral,"['watch', 'free', 'sneak', 'peek', 'late', 'season', 'family', 'guy', 'itunes', 'today']"
neutral,"['nominee', 'jaswant', 'likely', 'meet', 'jayalalithaa', 'august', 'leader', 'also', 'touch', 'trinamool', 'congress', 'chi']"
positive,"['conor', 'mcgregor', 'v', 'max', 'holloway', 'ii', 'undisputed', 'ufc', 'fw', 'title', 'december', 'go', 'fun']"
negative,"['reason', 'may', 'struggle', 'v', 'marvel', 'parent', 'assume', 'parody']"
negative,"['q', 'difference', 'sarah', 'palin', 'donald', 'trump', 'lipstick', 'may', 'young', 'get']"
negative,"['middle', 'ground', 'though', 'insight', 'use', 'veer', 'testicle', 'range']"
positive,"['awesome', 'chill', 'work', 'till', 'take', 'however', 'might', 'go', 'shark', 'cage', 'dive', 'though']"
neutral,"['really', 'hope', 'brock', 'lesnar', 'destroy', 'undertaker', 'sunday']"
positive,"['bolton', 'form', 'college', 'level', 'celebration', 'tonight', 'include', 'watch', 'dvd', 'stay', 'dog', 'bottle', 'vodka']"
negative,"['tony', 'blair', 'one', 'ruin', 'may', 'get', 'power', 'certainly', 'hurt']"
neutral,"['may', 'god', 'wil', 'make', 'cure', 'asap', 'n', 'give', 'long', 'long', 'lyf']"
neutral,"['thanks', 'pope', 'francis', 'quickie', 'divorce', 'vii', 'style', 'council', 'novus', 'ordo', 'work', 'masonic', 'infiltrator']"
neutral,"['tuesday', 'congress', 'vice', 'president', 'rahul', 'gandhi', 'hit', 'government', 'national', 'herald', 'case']"
neutral,"['super', 'eagle', 'manager', 'sunday', 'oliseh', 'invite', 'player', 'afcon', 'qualifier', 'tanzania']"
positive,"['morning', 'huda', 'happy', 'everyone', 'great', 'weekend', 'could', 'play', 'wreck', 'ball', 'eric', 'church', 'thanks']"
neutral,"['hear', 'kendrick', 'lamar', 'x', 'black', 'friday', 'freestyle', 'verse', 'need']"
neutral,"['whew', 'long', 'day', 'unpack', 'turner', 'house', 'movie', 'knit', 'honey', 'saturday', 'go']"
neutral,"['election', 'gambit', 'provoke', 'conflict', 'may', 'backfire']"
neutral,"['case', 'hear', 'third', 'low', 'criminal', 'court', 'october', 'continued', 'detention', 'nabeel', 'rajab', 'come']"
neutral,"['afc', 'travel', 'blackpool', 'sunday', 'take', 'bathroom', 'soultion', 'lfa', 'round', 'ko', 'squire', 'gate', 'fc']"
neutral,"['izz', 'zayn', 'perform', 'weeknd', 'good', 'thing', 'like', 'never', 'happen']"
positive,"['happy', 'birthday', 'saw', 'paper', 'town', 'cinema', 'friday', 'awesome', 'love', 'book', 'though', 'look', 'alaska', 'still', 'fav']"
positive,"['understand', 'u', 'gt', 'frm', 'lol', 'rt', 'best', 'granny', 'say', 'yolanda', 'donnie', 'look', 'like', 'aladdin', 'jasmine', 'lol']"
positive,"['thanks', 'jurassic', 'park', 'gonna', 'roar', 'saturday', 'night', 'tasty', 'food', 'truck']"
positive,"['channel', 'year', 'old', 'friday', 'show', 'great', 'programme', 'year', 'especially', 'paul', 'hogan']"
neutral,"['never', 'understood', 'ppl', 'divorce', 'problem', 'gay', 'marriage']"
positive,"['finally', 'get', 'ticket', 'thanks', 'finally', 'high', 'note', 'put', 'end', 'eid', 'holiday', 'work', 'tomorrow']"
neutral,"['travis', 'shaw', 'homer', 'right', 'score', 'bogaerts', 'sox', 'go', 'white', 'sox']"
neutral,"['go', 'ignore', 'fact', 'ice', 'cube', 'get', 'as', 'whoop', 'ricky', 'smiley', 'beginning', 'friday', 'next']"
positive,"['awkward', 'moment', 'disneyland', 'well', 'go', 'november', 'hint', 'hint']"
neutral,"['may', 'may', 'meet', 'ppl', 'christian', 'build']"
positive,"['follow', 'friday', 'redcar', 'watch', 'sumer', 'stroll', 'stay', 'dry', 'belting', 'chance', 'notch', 'another', 'win', 'ventura', 'danger']"
neutral,"['go', 'tomorrow', 'man']"
neutral,"['ruby', 'tuesday', 'streamlines', 'hire', 'onboarding', 'team', 'member', 'oracle', 'talent', 'management', 'cloud']"
neutral,"['philly', 'rock', 'free', 'show', 'liacouras', 'center', 'friday', 'come', 'watch', 'get']"
neutral,"['trump', 'tsipras', 'vote', 'true', 'though', 'may', 'end', 'split', 'gop', 'like', 'tsipras', 'troika']"
neutral,"['okay', 'real', 'someone', 'ticket', 'ed', 'sheeran', 'show', 'october', 'let', 'know', 'anything', 'show']"
positive,"['add', 'result', 'federer', 'djokovic', 'lewis', 'hamilton', 'bad', 'sunday']"
neutral,"['mom', 'air', 'conditioner', 'go', 'car', 'time', 'month', 'friday', 'buy', 'lexus', 'today']"
neutral,"['david', 'wright', 'play', 'first', 'game', 'since', 'april', 'homer', 'mets', 'trample', 'phillies', 'monday']"
neutral,"['hello', 'navy', 'yard', 'coast', 'guard', 'friend', 'tomorrow', 'truckeroo', 'fairground', 'half', 'st']"
neutral,"['sad', 'learn', 'death', 'frank', 'gifford', 'make', 'monday', 'night', 'football', 'today', 'giant', 'nation', 'mourns', 'ur', 'loss', 'god', 'bless']"
negative,"['caitlyn', 'jenner', 'may', 'charge', 'manslaughter', 'involve', 'motor', 'vehicle', 'accident', 'suffer']"
positive,"['weekend', 'get', 'lexus', 'dream', 'summer', 'come', 'see', 'u', 'open', 'today', 'tomorrow']"
neutral,"['jason', 'vernau', 'live', 'set', 'nightclub', 'miami', 'february', 'jason', 'vernau', 'back', 'swe']"
neutral,"['yes', 'george', 'osborne', 'iain', 'duncan', 'smith', 'dc', 'child', 'would', 'seem', 'maybe', 'tory', 'point']"
positive,"['vincent', 'jackson', 'injury', 'update', 'active', 'thursday', 'viking', 'fantasy', 'owner', 'rest', 'easy', 'tampa', 'bay', 'b']"
neutral,"['love', 'memory', 'yakub', 'rahul', 'baba', 'mourn', 'naked', 'girl', 'bangkok', 'beach', 'may', 'join', 'well']"
positive,"['casillas', 'ancelotti', 'tell', 'play', 'cup', 'think', 'may', 'good', 'year', 'bad', 'year', 'go', 'well']"
positive,"['gonna', 'make', 'eye', 'contact', 'justin', 'bieber', 'june']"
neutral,"['hood', 'river', 'valley', 'high', 'school', 'varsity', 'volleyball', 'team', 'coach', 'scott', 'walker', 'first', 'game', 'tomorrow', 'v']"
negative,"['recent', 'iran', 'opeds', 'get', 'turn', 'nyt', 'forget', 'add', 'soft', 'side']"
positive,"['jesuit', 'pope', 'visit', 'u', 'may', 'question', 'u', 'check', 'u', 'canada', 'jesuit', 'resource', 'page']"
